#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
11408162_263_A1CF6U3GF7DZEJ	the above is not rare	the above is rare	0	Vaccinations can cause polio even in the weakened form.	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
12010736_0_A34QZDSTKZ3JO9	the agreements won't work in Russia	the agreements work in Russia	0	These agreements put this country behind Czarist Russia in regards to our work force.	Businesses should not be allowed to have new employees sign noncompete deals	When Companies Close Doors to the Future	Should businesses be allowed to have new employees sign noncompete deals, agreeing to not to work for competitors?
5447530_752_A1I4CYG5YDFTYM	they are paid in experience and knowledge instead of monitarily	they are not paid monetarily	1	Interns work as hard as regular employees.	Unpaid internship exploit college students	Do Unpaid Internships Exploit College Students?	Should the government get tough to protect unpaid interns, or are internships a win-win?
6540450_0_A104V8NZIQFN2F	by epic I mean an epically boring trip	by epic I mean an epically exciting trip	1	My family took a trip around New York State and Connecticut, and it was epic.	Parents should make vacation with kids	Are Family Vacations Worth It?	Should parents soldier forth and try to create those irreplaceable family memories? Or take a real break by zipping off without the kids?
11966497_451_A247LJDZOGXJK6	people aren't easily able to grow marijuana at home	people are able to grow marijuana at home	0	State control and distribution of pot is something I can support.	Colorado didn't go too far with pot	Did Colorado Go Too Far With Pot?	Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach?
13238401_0_A1CF6U3GF7DZEJ	rights cannot be lost if the individual does not deserve them	rights can be lost if the individual does not deserve them	0	The right to vote should be easier to exercise than other rights.	Voting should be a constitutional right	Should Voting Be a Constitutional Right?	Should a constitutional amendment guarantee the right to vote, to fend off efforts that inhibit and restrict voting?
10224439_333_APW9F8OTJ4KXO	it is a person's own responsibility to be careful with their money	it is not only a person's own responsibility to be careful with their money	1	Casinos will cause more debt from people losing their life savings there.	Casinos are too much of a gamble	Are Casinos Too Much of a Gamble?	Do the economic and fiscal benefits of casinos outweigh their social and economic costs?
6812570_102_A34QZDSTKZ3JO9	doping gives people short term gain	doping only gives people short term gain	1	Doping affects the persons long term health for a short term gain.	Doping should not be allowed	Should Doping Be Allowed?	It's a constant scandal in cycling, baseball and at the Olympics. Testing doesn't eliminate the drugs. Should we just accept them?
3176133_380_A1LZPWVZRTUZD0	this threat to public education would not home schoolers	this threat to public education would ultimately hurt home schoolers even worse	0	Home schooled children should get the same state financial backing given to public school attendees, yes that would be a threat to public education. So be it. They need the threat.	Home schoolers deserve a tax break	Do Home Schoolers Deserve a Tax Break?	Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress?
2323212_0_A34QZDSTKZ3JO9	stupid people gambling wouldn't create more taxes	stupid people gambling would create more taxes	0	To expand internet gambling would be creating more stupidity.	Internet gambling should not be legalized	Should Internet Gambling Be Legalized?	The potential boon for cash-strapped states versus the social costs associated with addiction.
4367468_215_A1DJNUJZN8FE7N	even minimal increases will hurt the farmer's bottom line	even minimal increases will help the farmer's bottom line	1	It would cause an increase in price on farmed goods, but it will be minimal.	Farms could survive without illegal labor	Could Farms Survive Without Illegal Labor?	If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables?
4595363_428_APQU1QQ738JV9	the school  day is only 7 hrs long there is still plenty of time in the day for an adequate nights sleep	the school  day is  7 hrs long there is not enough time in the day for an adequate nights sleep	1	Everyone needs plenty of rest, school should not interfere with that.	School day should not be longer	Should the School Day Be Longer?	While more time in the classroom may benefit children from disadvantaged backgrounds, is it right for everyone?
5611379_84_A34QZDSTKZ3JO9	people are still proficient in the economy and technology	people are less proficient in the economy and technology	1	Technology and the economy have caused people to be less able to think for themselves.	People are getting dumber	Are People Getting Dumber?	Sometimes when you turn on the TV, it's hard not to wonder: Is humanity devolving?
